,stalk-color-below-ring,stalk-shape,veil-type,gill-spacing,class,spore-print-color,stalk-surface-below-ring,ring-number,cap-shape,gill-attachment,ring-type,bruises,stalk-root,stalk-surface-above-ring,gill-color,stalk-color-above-ring,habitat,population,cap-surface,veil-color,cap-color,odor,gill-size,d-var
6537,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,g,d,y,y,w,e,n,b,e
6538,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,d,y,f,w,g,f,b,g
6539,w,t,p,w,e,n,s,o,f,f,e,f,e,f,h,w,g,s,f,w,n,n,b,n
6540,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,g,v,y,w,y,f,b,y
6541,w,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,y,f,w,g,n,b,g
6542,g,t,p,c,e,n,s,o,x,f,p,t,b,s,w,g,d,v,y,w,e,n,b,e
6543,w,t,p,w,e,n,s,o,x,f,e,f,e,s,n,w,g,a,s,w,g,n,b,g
6544,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,d,v,s,w,n,f,n,n
6545,p,t,p,c,e,k,s,o,x,f,p,t,b,s,u,p,d,y,y,w,g,n,b,g
6546,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,s,w,n,y,n,n
6547,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,s,w,n,s,n,n
6548,w,e,p,w,e,w,k,t,b,f,p,f,?,k,p,w,g,s,f,w,g,n,b,g
6549,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,d,v,y,w,e,f,n,e
6550,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,s,w,n,f,n,n
6551,w,t,p,c,p,h,s,o,f,f,p,t,b,f,p,w,g,s,s,w,g,f,b,g
6552,g,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,y,y,w,n,n,b,n
6553,w,t,p,w,e,k,f,o,x,f,e,f,e,f,k,w,g,a,f,w,w,n,b,w
6554,w,t,p,c,p,h,s,o,x,f,p,t,b,s,p,w,u,s,s,w,b,f,b,b
6555,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,p,v,s,w,n,y,n,n
6556,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,d,v,y,w,g,f,b,g
6557,w,t,p,w,e,n,s,o,x,f,e,f,e,f,p,w,g,s,s,w,w,n,b,w
6558,w,e,p,c,p,r,s,t,f,f,p,t,b,s,g,w,m,v,y,w,p,n,b,p
6559,w,e,p,c,e,k,y,o,f,f,p,t,r,s,n,w,p,y,y,w,n,a,b,n
6560,w,t,p,c,p,h,f,o,x,f,p,t,b,f,h,w,u,v,s,w,g,f,b,g
6561,w,e,p,c,e,n,s,o,x,f,p,t,c,s,w,w,g,n,y,w,w,l,b,w
6562,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,d,v,f,w,y,f,b,y
6563,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,d,v,s,w,e,s,n,e
6564,w,t,p,c,e,n,s,o,x,f,p,t,b,s,u,g,d,y,y,w,g,n,b,g
6565,w,t,p,c,p,h,s,o,x,f,p,t,b,f,p,w,g,s,s,w,g,f,b,g
6566,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,p,p,v,y,w,g,f,b,g
6567,w,t,p,w,e,k,s,o,x,f,e,f,e,s,n,w,g,s,f,w,w,n,b,w
6568,w,t,p,c,p,h,s,o,x,f,p,t,b,s,w,w,u,s,s,w,g,f,b,g
6569,w,t,p,w,e,n,f,o,f,f,e,f,e,f,p,w,g,s,s,w,g,n,b,g
6570,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,d,y,f,w,y,f,b,y
6571,p,t,p,c,e,n,s,o,x,f,p,t,b,s,u,g,d,v,y,w,e,n,b,e
6572,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,d,v,y,w,g,f,b,g
6573,p,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,v,y,w,g,n,b,g
6574,w,t,p,c,p,h,s,o,x,f,p,t,b,f,h,w,u,v,s,w,g,f,b,g
6575,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,v,f,w,n,n,b,n
6576,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,p,v,f,w,y,f,b,y
6577,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,d,v,s,w,e,y,n,e
6578,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,l,v,y,w,e,y,n,e
6579,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,d,v,s,w,e,y,n,e
6580,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,d,v,s,w,n,s,n,n
6581,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,p,v,s,w,e,s,n,e
6582,p,t,p,c,e,n,s,o,f,f,p,t,b,s,u,g,d,v,y,w,n,n,b,n
6583,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,d,v,y,w,n,s,n,n
6584,p,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,p,v,f,w,y,f,b,y
6585,w,t,p,w,e,k,s,o,f,f,e,f,e,f,h,w,g,a,f,w,w,n,b,w
6586,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,d,v,f,w,g,f,b,g
6587,w,t,p,w,e,n,f,o,f,f,e,f,e,f,k,w,g,s,s,w,w,n,b,w
6588,w,e,p,c,e,k,s,o,b,f,p,t,c,s,w,w,g,s,y,w,y,l,b,y
6589,w,t,p,w,e,n,s,o,f,f,e,f,e,s,n,w,g,a,s,w,n,n,b,n
6590,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,d,y,y,w,y,f,b,y
6591,w,t,p,w,e,n,s,o,f,f,e,f,e,s,k,w,g,s,s,w,n,n,b,n
6592,w,t,p,w,e,k,f,o,f,f,e,f,e,f,p,w,g,a,s,w,n,n,b,n
6593,w,t,p,w,e,n,s,o,x,f,e,f,e,s,p,w,g,s,s,w,w,n,b,w
6594,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,g,v,f,w,g,f,b,g
6595,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,p,d,v,y,w,g,n,b,g
6596,w,e,p,c,p,r,s,t,f,f,p,t,b,s,w,w,m,v,s,w,b,n,b,b
6597,w,t,p,w,e,n,f,o,x,f,e,f,e,f,p,w,g,a,f,w,w,n,b,w
6598,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,w,d,v,f,w,g,n,b,g
6599,w,t,p,w,e,k,s,o,x,f,e,f,e,s,k,w,g,s,s,w,g,n,b,g
6600,w,e,p,c,e,w,s,t,f,f,p,t,b,s,w,w,p,v,y,w,p,n,b,p
6601,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,d,v,f,w,y,f,b,y
6602,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,y,w,e,y,n,e
6603,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,l,v,y,w,n,y,n,n
6604,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,g,v,y,w,y,f,b,y
6605,w,t,p,c,e,n,s,o,f,f,p,t,b,s,n,p,d,v,f,w,n,n,b,n
6606,w,t,p,w,e,k,f,o,x,f,e,f,e,s,n,w,g,a,s,w,n,n,b,n
6607,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,l,v,y,w,e,f,n,e
6608,w,e,p,c,e,n,y,o,x,f,p,t,r,s,n,w,g,s,y,w,n,a,b,n
6609,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,l,v,s,w,n,s,n,n
6610,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,p,v,s,w,n,y,n,n
6611,w,e,p,c,p,r,s,t,b,f,p,t,b,s,g,w,g,v,y,w,b,n,b,b
6612,p,t,p,c,e,n,s,o,x,f,p,t,b,s,w,p,d,v,y,w,n,n,b,n
6613,w,e,p,c,e,h,f,o,x,f,f,f,?,s,p,w,d,y,y,w,u,n,n,u
6614,w,e,p,c,p,k,s,o,x,f,p,f,b,s,u,w,d,s,s,w,g,c,n,g
6615,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,s,w,e,f,n,e
6616,c,e,p,c,p,w,y,n,k,f,n,f,c,k,y,c,d,c,y,w,n,m,b,n
6617,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,d,v,y,w,n,f,n,n
6618,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,g,v,y,w,y,f,b,y
6619,g,t,p,c,e,n,s,o,f,f,p,t,b,s,p,w,d,y,f,w,g,n,b,g
6620,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,p,v,y,w,e,s,n,e
6621,w,t,p,c,p,h,f,o,x,f,p,t,b,s,p,w,g,s,s,w,w,f,b,w
6622,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,l,v,s,w,n,y,n,n
6623,w,e,p,c,e,k,s,o,x,f,p,t,c,s,w,w,g,s,y,w,y,a,b,y
6624,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,p,v,s,w,e,f,n,e
6625,w,t,p,c,p,h,f,o,x,f,p,t,b,s,p,w,g,v,s,w,b,f,b,b
6626,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,p,v,y,w,e,y,n,e
6627,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,m,n,y,w,w,a,b,w
6628,w,e,p,c,p,k,s,o,x,f,p,t,e,s,p,w,g,s,y,w,n,p,n,n
6629,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,g,v,y,w,g,f,b,g
6630,p,t,p,c,p,w,k,o,f,f,e,f,?,s,b,p,p,v,s,w,n,s,n,n
6631,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,g,y,f,w,g,f,b,g
6632,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,g,s,s,w,w,l,b,w
6633,e,e,p,c,e,w,s,t,x,f,e,t,?,s,e,e,w,c,s,w,b,n,b,b
6634,w,e,p,c,p,k,s,o,f,f,p,t,e,s,w,w,u,v,y,w,n,p,n,n
6635,w,e,p,c,e,k,s,o,b,f,p,t,c,s,k,w,m,s,y,w,w,l,b,w
6636,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,p,y,f,w,y,f,b,y
6637,w,e,p,w,p,n,s,o,x,f,p,f,b,s,p,w,d,v,s,w,p,c,n,p
6638,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,p,y,y,w,g,f,b,g
6639,w,t,p,c,p,h,s,o,x,f,p,t,b,s,p,w,g,v,s,w,b,f,b,b
6640,w,e,p,c,e,k,y,o,x,f,p,t,r,s,w,w,g,s,y,w,y,l,b,y
6641,w,t,p,c,p,h,f,o,x,f,p,t,b,f,w,w,u,s,s,w,b,f,b,b
6642,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,p,v,f,w,g,f,b,g
6643,p,t,p,c,p,w,k,o,f,f,e,f,?,s,b,p,l,v,y,w,e,f,n,e
6644,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,d,v,y,w,n,y,n,n
6645,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,d,v,s,w,e,f,n,e
6646,w,e,p,c,p,n,s,o,f,f,p,t,e,s,p,w,g,v,y,w,w,p,n,w
6647,w,t,p,w,e,n,s,o,x,f,e,f,e,s,n,w,g,s,s,w,n,n,b,n
6648,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,g,v,f,w,g,f,b,g
6649,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,d,y,f,w,y,f,b,y
6650,w,t,p,c,p,h,s,o,x,f,p,t,b,f,w,w,u,v,s,w,b,f,b,b
6651,n,e,p,c,p,w,y,o,b,f,e,f,?,k,w,w,d,v,y,w,y,n,n,y
6652,w,e,p,w,p,w,s,o,k,f,p,t,b,s,w,w,l,c,g,w,w,n,n,w
6653,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,d,v,y,w,n,s,n,n
6654,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,p,d,y,y,w,e,n,b,e
6655,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,p,v,y,w,e,f,n,e
6656,p,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,g,v,f,w,g,f,b,g
6657,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,d,v,s,w,n,f,n,n
6658,p,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,p,y,f,w,y,f,b,y
6659,w,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,v,y,w,n,n,b,n
6660,w,e,p,c,p,k,s,o,f,f,p,t,e,s,k,w,g,v,y,w,n,p,n,n
6661,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,p,v,s,w,n,y,n,n
6662,w,t,p,w,e,n,s,o,f,f,e,f,e,f,p,w,g,a,s,w,w,n,b,w
6663,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,d,y,f,w,y,f,b,y
6664,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,d,v,s,w,e,y,n,e
6665,w,e,p,c,e,n,s,o,x,f,p,t,c,s,g,w,m,n,s,w,y,l,b,y
6666,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,g,y,y,w,y,f,b,y
6667,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,d,v,s,w,n,y,n,n
6668,b,e,p,c,p,h,k,o,x,f,l,f,b,k,p,p,p,y,f,w,y,f,b,y
6669,w,e,p,w,p,k,s,o,x,f,p,f,b,s,p,w,d,v,s,w,g,c,n,g
6670,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,m,n,s,w,y,l,b,y
6671,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,g,y,y,w,y,f,b,y
6672,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,l,v,y,w,n,s,n,n
6673,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,y,y,w,g,f,b,g
6674,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,p,l,v,y,w,n,f,n,n
6675,p,t,p,c,e,n,s,o,x,f,p,t,b,s,u,g,d,y,f,w,g,n,b,g
6676,w,t,p,c,p,h,f,o,x,f,p,t,b,s,h,w,u,v,s,w,g,f,b,g
6677,w,e,p,c,e,n,y,o,x,f,p,t,r,s,p,w,p,s,y,w,n,l,b,n
6678,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,g,n,y,w,y,a,b,y
6679,p,t,p,c,e,n,s,o,x,f,p,t,b,s,n,p,d,v,f,w,g,n,b,g
6680,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,p,v,y,w,g,f,b,g
6681,w,t,p,c,p,h,f,o,f,f,p,t,b,s,w,w,u,s,s,w,w,f,b,w
6682,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,g,y,f,w,y,f,b,y
6683,w,t,p,w,e,k,s,o,x,f,e,f,e,f,n,w,g,s,f,w,w,n,b,w
6684,p,t,p,c,e,n,s,o,x,f,p,t,b,s,n,g,d,y,f,w,e,n,b,e
6685,w,t,p,w,e,n,s,o,f,f,e,f,e,f,p,w,g,s,f,w,n,n,b,n
6686,w,e,p,w,e,w,s,t,b,f,p,f,?,k,p,w,g,n,f,w,g,n,b,g
6687,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,y,y,w,n,n,b,n
6688,w,e,p,c,e,n,y,o,f,f,p,t,r,s,n,w,p,s,y,w,y,a,b,y
6689,p,t,p,c,e,k,s,o,x,f,p,t,b,s,u,w,d,y,y,w,e,n,b,e
6690,w,e,p,c,p,n,s,o,x,f,p,f,b,s,u,w,d,s,f,w,g,c,n,g
6691,g,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,v,y,w,g,n,b,g
6692,w,e,p,w,e,w,s,t,b,f,p,f,?,k,g,w,g,s,s,w,w,n,b,w
6693,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,d,v,y,w,n,s,n,n
6694,e,e,p,c,e,w,s,t,x,f,e,t,?,s,w,w,w,c,y,w,p,n,b,p
6695,p,t,p,c,e,k,s,o,x,f,p,t,b,s,w,w,d,v,y,w,g,n,b,g
6696,y,e,p,c,p,w,y,o,k,f,e,f,?,k,w,w,d,v,y,w,n,n,n,n
6697,w,e,p,c,p,k,s,o,x,f,p,t,e,s,k,w,u,v,y,w,w,p,n,w
6698,p,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,p,y,y,w,y,f,b,y
6699,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,l,v,s,w,e,s,n,e
6700,e,e,p,c,e,w,s,t,x,f,e,t,?,s,e,e,w,c,s,w,n,n,b,n
6701,w,t,p,w,e,k,f,o,f,f,e,f,e,s,p,w,g,a,s,w,w,n,b,w
6702,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,p,v,y,w,e,s,n,e
6703,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,l,v,s,w,n,y,n,n
6704,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,p,v,y,w,n,s,n,n
6705,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,d,v,y,w,y,f,b,y
6706,b,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,g,v,f,w,y,f,b,y
6707,w,t,p,w,e,k,f,o,x,f,e,f,e,s,n,w,g,a,f,w,n,n,b,n
6708,w,t,p,w,e,k,f,o,x,f,e,f,e,f,p,w,g,a,f,w,n,n,b,n
6709,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,g,v,f,w,y,f,b,y
6710,o,e,p,c,e,b,s,o,x,a,p,f,?,s,o,o,l,c,s,o,n,n,b,n
6711,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,l,v,s,w,n,s,n,n
6712,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,d,v,s,w,n,s,n,n
6713,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,d,v,y,w,e,y,n,e
6714,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,w,d,v,y,w,n,n,b,n
6715,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,s,w,n,y,n,n
6716,w,e,p,c,e,n,s,o,x,f,p,f,e,s,p,w,u,v,f,w,g,n,n,g
6717,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,p,v,y,w,e,s,n,e
6718,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,g,v,f,w,g,f,b,g
6719,g,t,p,c,e,k,s,o,x,f,p,t,b,s,u,w,d,v,y,w,e,n,b,e
6720,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,p,v,f,w,g,f,b,g
6721,w,t,p,w,e,u,s,o,f,f,p,t,b,s,p,w,d,v,s,w,w,l,n,w
6722,g,t,p,c,e,k,s,o,x,f,p,t,b,s,u,g,d,v,f,w,n,n,b,n
6723,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,p,v,y,w,n,s,n,n
6724,p,t,p,c,e,n,s,o,f,f,p,t,b,s,n,w,d,v,f,w,e,n,b,e
6725,g,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,y,f,w,n,n,b,n
6726,w,e,p,w,e,w,s,t,x,f,p,f,?,s,g,w,g,s,s,w,w,n,b,w
6727,w,t,p,c,e,n,s,o,x,f,p,t,b,s,p,g,d,y,y,w,n,n,b,n
6728,w,e,p,c,e,k,s,o,b,f,p,t,c,s,w,w,g,s,y,w,w,l,b,w
6729,w,e,p,c,p,n,s,o,x,f,p,t,e,s,p,w,g,s,y,w,n,p,n,n
6730,g,t,p,c,e,k,s,o,x,f,p,t,b,s,u,w,d,y,y,w,g,n,b,g
6731,g,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,v,y,w,e,n,b,e
6732,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,m,s,s,w,y,a,b,y
6733,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,p,v,y,w,n,f,n,n
6734,w,t,p,c,e,k,s,o,f,f,p,t,b,s,p,g,d,y,f,w,e,n,b,e
6735,w,e,p,c,p,k,s,o,f,f,p,t,e,s,n,w,u,s,s,w,n,p,n,n
6736,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,d,v,s,w,e,s,n,e
6737,c,e,p,c,p,w,y,n,f,f,n,f,c,k,y,c,d,c,y,w,e,m,b,e
6738,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,l,v,s,w,n,s,n,n
6739,g,t,p,c,e,n,s,o,f,f,p,t,b,s,n,w,d,v,f,w,e,n,b,e
6740,w,e,p,w,p,k,s,o,x,f,p,f,b,s,u,w,d,s,f,w,g,c,n,g
6741,w,e,p,c,e,n,s,o,b,f,p,t,c,s,w,w,g,s,y,w,y,l,b,y
6742,g,t,p,c,e,n,s,o,x,f,p,t,b,s,p,g,d,v,y,w,e,n,b,e
6743,p,t,p,c,e,n,s,o,x,f,p,t,b,s,u,w,d,y,y,w,e,n,b,e
6744,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,w,d,v,y,w,n,n,b,n
6745,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,m,s,s,w,y,l,b,y
6746,w,t,p,w,e,k,f,o,x,f,e,f,e,f,h,w,g,a,f,w,w,n,b,w
6747,w,t,p,c,p,h,f,o,x,f,p,t,b,s,h,w,g,v,s,w,g,f,b,g
6748,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,w,d,y,f,w,g,n,b,g
6749,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,b,d,v,f,w,y,f,b,y
6750,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,l,v,s,w,n,f,n,n
6751,w,t,p,c,p,h,s,o,x,f,p,t,b,f,h,w,g,s,s,w,g,f,b,g
6752,n,e,p,c,e,w,y,t,x,f,p,f,b,y,w,n,p,y,y,w,n,n,b,n
6753,w,t,p,w,e,u,s,o,f,f,p,t,b,s,w,w,d,v,s,w,w,a,n,w
6754,w,e,p,w,p,k,s,o,x,f,p,f,b,s,g,w,d,v,f,w,g,c,n,g
6755,w,t,p,c,p,h,s,o,x,f,p,t,b,f,h,w,g,s,s,w,w,f,b,w
6756,w,e,p,c,p,r,s,t,b,f,p,t,b,s,r,w,g,v,s,w,p,n,b,p
6757,w,e,p,w,e,w,k,t,k,f,p,f,?,k,g,w,g,n,f,w,g,n,b,g
6758,w,e,p,w,p,n,s,o,x,f,p,f,b,s,n,w,d,s,s,w,p,c,n,p
6759,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,p,d,y,f,w,g,f,b,g
6760,w,t,p,w,e,k,f,o,x,f,e,f,e,s,k,w,g,a,s,w,n,n,b,n
6761,w,t,p,w,e,k,f,o,x,f,e,f,e,s,n,w,g,a,f,w,g,n,b,g
6762,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,d,v,s,w,e,f,n,e
6763,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,d,v,y,w,e,f,n,e
6764,p,t,p,c,e,k,s,o,f,f,p,t,b,s,p,w,d,y,f,w,e,n,b,e
6765,p,t,p,c,e,n,s,o,x,f,p,t,b,s,p,g,d,y,f,w,e,n,b,e
6766,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,d,v,y,w,n,s,n,n
6767,w,e,p,w,e,w,s,t,b,f,p,f,?,k,g,w,g,s,f,w,w,n,b,w
6768,e,e,p,c,e,w,s,t,k,f,e,t,?,s,w,e,w,c,y,w,n,n,b,n
6769,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,d,v,y,w,e,y,n,e
6770,w,e,p,c,p,k,s,o,f,f,p,t,e,s,k,w,u,v,s,w,w,p,n,w
6771,p,t,p,c,e,k,s,o,x,f,p,t,b,s,u,g,d,v,f,w,g,n,b,g
6772,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,s,w,e,y,n,e
6773,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,y,y,w,e,n,b,e
6774,p,t,p,c,e,k,s,o,f,f,p,t,b,s,w,p,d,y,y,w,g,n,b,g
6775,w,t,p,c,p,w,s,o,f,f,e,f,?,k,b,w,d,v,y,w,n,s,n,n
6776,w,t,p,w,e,n,f,o,x,f,e,f,e,s,n,w,g,a,s,w,w,n,b,w
6777,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,p,p,v,s,w,n,y,n,n
6778,w,e,p,c,e,w,s,t,k,f,e,t,?,s,w,e,w,c,s,w,p,n,b,p
6779,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,v,f,w,n,n,b,n
6780,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,y,w,e,y,n,e
6781,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,p,v,s,w,e,y,n,e
6782,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,p,d,y,f,w,n,n,b,n
6783,w,t,p,c,p,h,f,o,f,f,p,t,b,f,w,w,g,s,s,w,g,f,b,g
6784,w,e,p,c,e,k,s,o,b,f,p,t,c,s,k,w,g,s,s,w,y,l,b,y
6785,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,l,v,y,w,n,f,n,n
6786,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,d,v,y,w,e,y,n,e
6787,w,e,p,c,p,k,s,o,f,f,p,t,e,s,w,w,u,s,y,w,w,p,n,w
6788,g,t,p,c,e,n,s,o,x,f,p,t,b,s,n,w,d,y,f,w,n,n,b,n
6789,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,p,v,y,w,e,f,n,e
6790,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,b,p,y,y,w,g,f,b,g
6791,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,p,v,y,w,n,y,n,n
6792,w,e,p,c,e,w,s,t,x,f,e,t,?,s,e,w,w,c,y,w,p,n,b,p
6793,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,l,v,s,w,n,f,n,n
6794,w,e,p,w,p,n,s,o,x,f,p,f,b,s,u,w,d,v,s,w,p,c,n,p
6795,w,t,p,w,e,k,f,o,f,f,e,f,e,f,n,w,g,s,s,w,n,n,b,n
6796,w,e,p,w,e,w,k,t,x,f,p,f,?,k,g,w,g,n,f,w,g,n,b,g
6797,w,t,p,w,e,n,s,o,f,f,e,f,e,f,p,w,g,s,f,w,g,n,b,g
6798,w,e,p,c,e,n,s,o,x,f,p,t,c,s,w,w,g,n,s,w,y,a,b,y
6799,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,l,v,y,w,e,s,n,e
6800,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,p,p,y,f,w,y,f,b,y
6801,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,d,y,f,w,y,f,b,y
6802,w,t,p,w,e,n,s,o,x,f,e,f,e,s,n,w,g,a,f,w,g,n,b,g
6803,w,e,p,c,p,n,s,o,f,f,p,t,e,s,n,w,u,v,s,w,w,p,n,w
6804,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,n,g,v,f,w,y,f,b,y
6805,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,p,d,v,s,w,n,s,n,n
6806,w,e,p,c,e,n,y,o,f,f,p,t,r,s,w,w,g,s,y,w,n,l,b,n
6807,w,t,p,c,p,h,s,o,x,f,p,t,b,f,h,w,u,v,s,w,w,f,b,w
